method,clustNum,prop
RETCHER,5,0.975992884
RETCHER,5,0.814211286
RETCHER,5,0.832243509
RETCHER,5,0.779678005
RETCHER,5,0.791601222
RETCHER,5,0.923235502
RETCHER,5,0.849141167
RETCHER,5,0.736702186
RETCHER,5,0.997361972
RETCHER,5,0.846618722
RETCHER,5,0.846618722
RETCHER,5,0.739346259
RETCHER,5,0.779678005
RETCHER,5,0.71911066
RETCHER,5,1
RETCHER,5,0.937969708
RETCHER,5,0.809504894
RETCHER,5,0.842088952
RETCHER,5,0.779678005
RETCHER,5,0.866313872
RETCHER,7,0.737363241
RETCHER,7,0.693896667
RETCHER,7,0.610183852
RETCHER,7,0.821320294
RETCHER,7,0.875754801
RETCHER,7,0.824694864
RETCHER,7,0.805354757
RETCHER,7,0.787466549
RETCHER,7,0.738909091
RETCHER,7,0.599097905
RETCHER,7,0.662041149
RETCHER,7,0.732033901
RETCHER,7,0.840017827
RETCHER,7,0.985641666
RETCHER,7,0.856965617
RETCHER,7,0.74809239
RETCHER,7,0.802086631
RETCHER,7,0.812266442
RETCHER,7,0.730004228
RETCHER,7,0.641326787
RETCHER,9,0.605288077
RETCHER,9,0.766710644
RETCHER,9,0.63326128
RETCHER,9,0.787682428
RETCHER,9,0.94855295
RETCHER,9,0.802151053
RETCHER,9,0.712101044
RETCHER,9,0.761865354
RETCHER,9,0.746480392
RETCHER,9,0.49137214
RETCHER,9,0.70056083
RETCHER,9,0.605288077
RETCHER,9,0.687397325
RETCHER,9,0.826340534
RETCHER,9,0.723330191
RETCHER,9,0.800788714
RETCHER,9,0.605288077
RETCHER,9,0.637267696
RETCHER,9,0.605288077
RETCHER,9,0.652906875
pyclone,5,0.731525302
pyclone,5,0.762528451
pyclone,5,0.853555123
pyclone,5,0.71708889
pyclone,5,0.868536567
pyclone,5,0.826330375
pyclone,5,0.790455335
pyclone,5,0.737367629
pyclone,5,0.817927987
pyclone,5,1
pyclone,5,0.730774541
pyclone,5,0.855243747
pyclone,5,0.779223153
pyclone,5,0.778834783
pyclone,5,0.807070248
pyclone,5,0.773779881
pyclone,5,0.751451014
pyclone,5,0.796422255
pyclone,5,0.787973003
pyclone,5,0.805641399
pyclone,7,0.826589236
pyclone,7,0.754106364
pyclone,7,0.710911035
pyclone,7,0.616995467
pyclone,7,0.692474612
pyclone,7,0.861044395
pyclone,7,0.674565785
pyclone,7,0.723412378
pyclone,7,0.745902028
pyclone,7,0.51459324
pyclone,7,0.77310667
pyclone,7,0.63053462
pyclone,7,0.761928598
pyclone,7,0.571790703
pyclone,7,0.824314319
pyclone,7,0.697065205
pyclone,7,0.758916011
pyclone,7,0.741302511
pyclone,7,0.757002459
pyclone,7,0.823770054
pyclone,9,0.656453308
pyclone,9,0.69848824
pyclone,9,0.56974605
pyclone,9,0.827323137
pyclone,9,0.762150502
pyclone,9,0.640228074
pyclone,9,0.830257801
pyclone,9,0.617920114
pyclone,9,0.769101884
pyclone,9,0.595618176
pyclone,9,0.617090523
pyclone,9,0.771730325
pyclone,9,0.635785425
pyclone,9,0.673574881
pyclone,9,0.591673108
pyclone,9,0.686287042
pyclone,9,0.687331612
pyclone,9,0.545153691
pyclone,9,0.560966879
pyclone,9,0.4059674
sciclone,5,0.667224855
sciclone,5,0.667224855
sciclone,5,0.77118074
sciclone,5,0.729927333
sciclone,5,0.667224855
sciclone,5,0.782077156
sciclone,5,0.703892454
sciclone,5,0.703892454
sciclone,5,0.945684
sciclone,5,0.635000732
sciclone,5,0.771425537
sciclone,5,0.698248404
sciclone,5,0.710641639
sciclone,5,0.706156698
sciclone,5,0.835721171
sciclone,5,0.898259994
sciclone,5,0.793478629
sciclone,5,0.817219711
sciclone,5,0.623016428
sciclone,5,0.807883221
sciclone,7,0.735439431
sciclone,7,0.359781159
sciclone,7,0.637611082
sciclone,7,0.658005783
sciclone,7,0.658952929
sciclone,7,0.711649493
sciclone,7,0.875863788
sciclone,7,0.814446817
sciclone,7,0.816270269
sciclone,7,0.739994856
sciclone,7,0.578779105
sciclone,7,0.719278704
sciclone,7,0.745337496
sciclone,7,0.740159285
sciclone,7,0.626233837
sciclone,7,0.828077581
sciclone,7,0.756593634
sciclone,7,0.811331094
sciclone,7,0.927057119
sciclone,7,0.839403743
sciclone,9,0.649308955
sciclone,9,0.739612757
sciclone,9,0.649308955
sciclone,9,0.745433021
sciclone,9,0.649308955
sciclone,9,0.745433021
sciclone,9,0.589998134
sciclone,9,0.585248032
sciclone,9,0.715111466
sciclone,9,0.745433021
sciclone,9,0.62418093
sciclone,9,0.449977363
sciclone,9,0.336531542
sciclone,9,0.62418093
sciclone,9,0.722314429
sciclone,9,0.819009805
sciclone,9,0.745433021
sciclone,9,0.614006956
sciclone,9,0.745433021
sciclone,9,0.510043553
lichee,5,0.710299973
lichee,5,0.748903099
lichee,5,0.742233087
lichee,5,0.683828128
lichee,5,0.772859068
lichee,5,0.835715083
lichee,5,0.782628239
lichee,5,0.771299061
lichee,5,0.747641221
lichee,5,0.789410218
lichee,5,0.792124425
lichee,5,0.751070716
lichee,5,0.803996243
lichee,5,0.710181669
lichee,5,0.73376706
lichee,5,0.699538689
lichee,5,0.732410913
lichee,5,0.703469211
lichee,5,0.815468276
lichee,5,0.796833894
lichee,7,0.769630179
lichee,7,0.691597973
lichee,7,0.687831683
lichee,7,0.665699484
lichee,7,0.627521748
lichee,7,0.779029611
lichee,7,0.647015769
lichee,7,0.589185883
lichee,7,0.796799776
lichee,7,0.81633662
lichee,7,0.744917067
lichee,7,0.674959521
lichee,7,0.658214597
lichee,7,0.610688091
lichee,7,0.64009823
lichee,7,0.693365109
lichee,7,0.763055035
lichee,7,0.74254142
lichee,7,0.729149903
lichee,7,0.71263402
lichee,9,0.659517007
lichee,9,0.597201508
lichee,9,0.645706912
lichee,9,0.51310842
lichee,9,0.631668648
lichee,9,0.492159603
lichee,9,0.688507468
lichee,9,0.50924567
lichee,9,0.500928798
lichee,9,0.508735584
lichee,9,0.597126506
lichee,9,0.838990999
lichee,9,0.871923851
lichee,9,0.532695876
lichee,9,0.59059302
lichee,9,0.647990311
lichee,9,0.400840352
lichee,9,0.746457004
lichee,9,0.596514504
lichee,9,0.580140921
pictograph,5,0
pictograph,5,0
pictograph,5,0
pictograph,5,0
pictograph,5,0
pictograph,5,0
pictograph,5,0
pictograph,5,0
pictograph,5,0
pictograph,5,0
pictograph,5,0
pictograph,5,0
pictograph,5,0
pictograph,5,0
pictograph,5,0
pictograph,5,0
pictograph,5,0
pictograph,5,0
pictograph,5,0
pictograph,5,0
pictograph,7,0
pictograph,7,0
pictograph,7,0
pictograph,7,0
pictograph,7,0
pictograph,7,0
pictograph,7,0
pictograph,7,0
pictograph,7,0
pictograph,7,0
pictograph,7,0
pictograph,7,0
pictograph,7,0
pictograph,7,0
pictograph,7,0
pictograph,7,0
pictograph,7,0
pictograph,7,0
pictograph,7,0
pictograph,7,0
pictograph,9,0
pictograph,9,0
pictograph,9,0
pictograph,9,0
pictograph,9,0
pictograph,9,0
pictograph,9,0
pictograph,9,0
pictograph,9,0
pictograph,9,0
pictograph,9,0
pictograph,9,0
pictograph,9,0
pictograph,9,0
pictograph,9,0
pictograph,9,0
pictograph,9,0
pictograph,9,0
pictograph,9,0
pictograph,9,NA
citup,5,NA
citup,7,NA
citup,9,NA
clonevol,5,NA
clonevol,7,NA
clonevol,9,NA
